market,player,team,line,over_price,under_price,proj_lambda,p_over,ev_over,book
GOALS,Andrew Peeke,,1.5,12500,,0.3,0.03693631311376678,3.653975452334614,betrivers
GOALS,Christopher Tanev,,1.5,12500,,0.3,0.03693631311376678,3.653975452334614,betrivers
GOALS,Simon Benoit,,1.5,12500,,0.3,0.03693631311376678,3.653975452334614,betrivers
GOALS,Alexandre Carrier,,1.5,12000,,0.3,0.03693631311376678,3.4692938867657803,betrivers
GOALS,Jayden Struble,,1.5,12000,,0.3,0.03693631311376678,3.4692938867657803,betrivers
GOALS,Jordan Harris,,1.5,11000,,0.3,0.03693631311376678,3.0999307556281126,betrivers
GOALS,Arber Xhekaj,,1.5,10000,,0.3,0.03693631311376678,2.730567624490445,betrivers
GOALS,Brandon Carlo,,1.5,10000,,0.3,0.03693631311376678,2.730567624490445,betrivers
GOALS,Trevor van Riemsdyk,,1.5,10000,,0.3,0.03693631311376678,2.730567624490445,betrivers
GOALS,Henri Jokiharju,,1.5,9000,,0.3,0.03693631311376678,2.3612044933527767,betrivers
GOALS,Mason Lohrei,,1.5,9000,,0.3,0.03693631311376678,2.3612044933527767,betrivers
GOALS,Henry Thrun,,1.5,8000,,0.3,0.03693631311376678,1.991841362215109,betrivers
GOALS,Jake McCabe,,1.5,8000,,0.3,0.03693631311376678,1.991841362215109,betrivers
GOALS,Kaiden Guhle,,1.5,8000,,0.3,0.03693631311376678,1.991841362215109,betrivers
GOALS,Matt Roy,,1.5,8000,,0.3,0.03693631311376678,1.991841362215109,betrivers
GOALS,Oliver Ekman-Larsson,,1.5,8000,,0.3,0.03693631311376678,1.991841362215109,betrivers
GOALS,Cody Ceci,,0.5,1050,-62405.0,0.3,0.25918177931828207,1.980590462160244,fliff
GOALS,Samuel Girard,,0.5,1045,-47520.0,0.3,0.25918177931828207,1.9676313731943293,fliff
GOALS,Jeff Malott,,0.5,965,-11530.0,0.3,0.25918177931828207,1.760285949739704,fliff
GOALS,Brent Burns,,0.5,945,-9335.0,0.3,0.25918177931828207,1.7084495938760476,fliff
GOALS,Mikey Anderson,,0.5,935,-8750.0,0.3,0.25918177931828207,1.6825314159442193,fliff
GOALS,David Kampf,,1.5,7000,,0.3,0.03693631311376678,1.6224782310774413,betrivers
GOALS,Michael Eyssimont,,1.5,7000,,0.3,0.03693631311376678,1.6224782310774413,betrivers
GOALS,Sean Kuraly,,1.5,7000,,0.3,0.03693631311376678,1.6224782310774413,betrivers
GOALS,Brandt Clarke,,0.5,880,-5925.0,0.3,0.25918177931828207,1.5399814373191643,fliff
GOALS,Lane Hutson,,1.5,6600,,0.3,0.03693631311376678,1.4747329786223742,betrivers
GOALS,Mike Matheson,,1.5,6600,,0.3,0.03693631311376678,1.4747329786223742,betrivers
GOALS,Parker Kelly,,0.5,835,-4490.0,0.3,0.25918177931828207,1.423349636625937,fliff
GOALS,Devon Toews,,0.5,800,-3810.0,0.3,0.25918177931828207,1.3326360138645386,fliff
GOALS,Brandon Duhaime,,1.5,6000,,0.3,0.03693631311376678,1.2531150999397735,betrivers
GOALS,Calle Jarnkrok,,1.5,6000,,0.3,0.03693631311376678,1.2531150999397735,betrivers
GOALS,Declan Chisholm,,1.5,6000,,0.3,0.03693631311376678,1.2531150999397735,betrivers
GOALS,John Beecher,,1.5,6000,,0.3,0.03693631311376678,1.2531150999397735,betrivers
GOALS,Justin Sourdif,,1.5,6000,,0.3,0.03693631311376678,1.2531150999397735,betrivers
GOALS,Nic Dowd,,1.5,6000,,0.3,0.03693631311376678,1.2531150999397735,betrivers
GOALS,Nikita Zadorov,,1.5,6000,,0.3,0.03693631311376678,1.2531150999397735,betrivers
GOALS,Rasmus Sandin,,1.5,6000,,0.3,0.03693631311376678,1.2531150999397735,betrivers
GOALS,Steven Lorentz,,1.5,6000,,0.3,0.03693631311376678,1.2531150999397735,betrivers
GOALS,Jack Drury,,0.5,760,-3140.0,0.3,0.25918177931828207,1.2289633021372257,fliff
GOALS,Joel Kiviranta,,0.5,760,-3110.0,0.3,0.25918177931828207,1.2289633021372257,fliff
GOALS,Alex Turcotte,,0.5,740,-2845.0,0.3,0.25918177931828207,1.1771269462735694,fliff
GOALS,Joel Armia,,0.5,715,-2590.0,0.3,0.25918177931828207,1.112331501443999,fliff
GOALS,Charlie McAvoy,,1.5,5500,,0.3,0.03693631311376678,1.0684335343709397,betrivers
GOALS,Joe Veleno,,1.5,5500,,0.3,0.03693631311376678,1.0684335343709397,betrivers
GOALS,Matej Blumel,,1.5,5500,,0.3,0.03693631311376678,1.0684335343709397,betrivers
GOALS,Oliver Kapanen,,1.5,5500,,0.3,0.03693631311376678,1.0684335343709397,betrivers
GOALS,Tanner Jeannot,,1.5,5500,,0.3,0.03693631311376678,1.0684335343709397,betrivers
GOALS,Drew Doughty,,0.5,670,-2155.0,0.3,0.25918177931828207,0.995699700750772,fliff
GOALS,Jake Evans,,1.5,5000,,0.3,0.03693631311376678,0.8837519688021058,betrivers
GOALS,Morgan Rielly,,1.5,5000,,0.3,0.03693631311376678,0.8837519688021058,betrivers
GOALS,Noah Dobson,,1.5,5000,,0.3,0.03693631311376678,0.8837519688021058,betrivers
GOALS,Scott Laughton,,1.5,5000,,0.3,0.03693631311376678,0.8837519688021058,betrivers
GOALS,Ross Colton,,0.5,610,-1700.0,0.3,0.25918177931828207,0.8401906331598026,fliff
GOALS,Dakota Joshua,,1.5,4500,,0.3,0.03693631311376678,0.6990704032332717,betrivers
GOALS,John Carlson,,1.5,4500,,0.3,0.03693631311376678,0.6990704032332717,betrivers
GOALS,Josh Anderson,,1.5,4500,,0.3,0.03693631311376678,0.6990704032332717,betrivers
GOALS,Matthew Poitras,,1.5,4500,,0.3,0.03693631311376678,0.6990704032332717,betrivers
POINTS,Jake McCabe,,0.5,230,-320.0,0.7,0.5034146962085905,0.6612684974883484,draftkings
POINTS,Jake McCabe,,0.5,226,-312.0,0.7,0.5034146962085905,0.6411319096400049,betonlineag
POINTS,Jake McCabe,,0.5,220,-300.0,0.7,0.5034146962085905,0.6109270278674895,betmgm
POINTS,Mason Lohrei,,0.5,220,-300.0,0.7,0.5034146962085905,0.6109270278674895,draftkings
POINTS,Oliver Ekman-Larsson,,0.5,220,-300.0,0.7,0.5034146962085905,0.6109270278674895,draftkings
POINTS,Mason Lohrei,,0.5,215,-294.0,0.7,0.5034146962085905,0.58575629305706,betonlineag
POINTS,Mason Lohrei,,0.5,215,-290.0,0.7,0.5034146962085905,0.58575629305706,fanduel
POINTS,Mike Matheson,,0.5,215,-280.0,0.7,0.5034146962085905,0.58575629305706,fanduel
GOALS,Victor Olofsson,,0.5,510,-1175.0,0.3,0.25918177931828207,0.5810088538415206,fliff
POINTS,Jake McCabe,,0.5,210,-285.0,0.7,0.5034146962085905,0.5605855582466305,fanatics
POINTS,Mason Lohrei,,0.5,210,-295.0,0.7,0.5034146962085905,0.5605855582466305,betmgm
POINTS,Oliver Ekman-Larsson,,0.5,210,-300.0,0.7,0.5034146962085905,0.5605855582466305,betmgm
POINTS,Oliver Ekman-Larsson,,0.5,204,-278.0,0.7,0.5034146962085905,0.5303806764741151,betonlineag
GOALS,Phillip Danault,,0.5,485,-1085.0,0.3,0.25918177931828207,0.5162134090119499,fliff
GOALS,Marat Khusnutdinov,,1.5,4000,,0.3,0.03693631311376678,0.5143888376644379,betrivers
POINTS,Mason Lohrei,,0.5,200,-275.0,0.7,0.5034146962085905,0.5102440886257714,fanatics
GOALS,Casey Mittelstadt,,0.5,480,-800.0,0.3,0.25918177931828207,0.503254320046036,fanduel
POINTS,Mike Matheson,,0.5,195,-263.0,0.7,0.5034146962085905,0.485073353815342,betonlineag
POINTS,Mike Matheson,,0.5,195,-265.0,0.7,0.5034146962085905,0.485073353815342,draftkings
POINTS,Mike Matheson,,0.5,190,-275.0,0.7,0.5034146962085905,0.45990261900491236,betmgm
POINTS,Oliver Ekman-Larsson,,0.5,190,-260.0,0.7,0.5034146962085905,0.45990261900491236,fanatics
POINTS,Oliver Ekman-Larsson,,0.5,190,-250.0,0.7,0.5034146962085905,0.45990261900491236,fanduel
ASSISTS,Patrik Laine,,0.5,340,-500.0,0.4,0.3296799539643607,0.450591797443187,draftkings
ASSISTS,Zack Bolduc,,0.5,340,-550.0,0.4,0.3296799539643607,0.450591797443187,betmgm
ASSISTS,Zack Bolduc,,0.5,340,-500.0,0.4,0.3296799539643607,0.450591797443187,draftkings
POINTS,Mike Matheson,,0.5,185,-250.0,0.7,0.5034146962085905,0.43473188419448294,fanatics
GOALS,Trevor Moore,,0.5,440,-915.0,0.3,0.25918177931828207,0.39958160831872314,fliff
POINTS,Patrik Laine,,0.5,176,-230.0,0.7,0.5034146962085905,0.3894245615357096,fanduel
ASSISTS,Patrik Laine,,0.5,320,-500.0,0.4,0.3296799539643607,0.38465580665031496,betmgm
POINTS,Casey Mittelstadt,,0.5,175,-240.0,0.7,0.5034146962085905,0.3843904145736238,fanatics
POINTS,Zack Bolduc,,0.5,174,-233.0,0.7,0.5034146962085905,0.37935626761153796,betonlineag
POINTS,Casey Mittelstadt,,0.5,172,-225.0,0.7,0.5034146962085905,0.369287973687366,fanduel
POINTS,Zack Bolduc,,0.5,172,-225.0,0.7,0.5034146962085905,0.369287973687366,fanduel
POINTS,Casey Mittelstadt,,0.5,171,-227.0,0.7,0.5034146962085905,0.36425382672528017,betonlineag
POINTS,Casey Mittelstadt,,0.5,170,-225.0,0.7,0.5034146962085905,0.35921967976319436,draftkings
POINTS,Zack Bolduc,,0.5,170,-225.0,0.7,0.5034146962085905,0.35921967976319436,betmgm
POINTS,Zack Bolduc,,0.5,170,-225.0,0.7,0.5034146962085905,0.35921967976319436,draftkings
ASSISTS,Casey Mittelstadt,,0.5,310,-455.0,0.4,0.3296799539643607,0.3516878112538786,draftkings
ASSISTS,Viktor Arvidsson,,0.5,310,-455.0,0.4,0.3296799539643607,0.3516878112538786,draftkings
GOALS,Pavel Zacha,,0.5,420,-650.0,0.3,0.25918177931828207,0.3477452524550668,fanduel
POINTS,Casey Mittelstadt,,0.5,165,-220.0,0.7,0.5034146962085905,0.3340489449527647,betmgm
POINTS,Viktor Arvidsson,,0.5,165,-225.0,0.7,0.5034146962085905,0.3340489449527647,fanatics
GOALS,Alex Newhook,,1.5,3500,,0.3,0.03693631311376678,0.329707272095604,betrivers
POINTS,Viktor Arvidsson,,0.5,164,-217.0,0.7,0.5034146962085905,0.3290147979906787,betonlineag
POINTS,Viktor Arvidsson,,0.5,164,-215.0,0.7,0.5034146962085905,0.3290147979906787,fanduel
ASSISTS,Casey Mittelstadt,,0.5,300,-450.0,0.4,0.3296799539643607,0.3187198158574427,betmgm
ASSISTS,Viktor Arvidsson,,0.5,300,-450.0,0.4,0.3296799539643607,0.3187198158574427,betmgm
POINTS,Patrik Laine,,0.5,161,-213.0,0.7,0.5034146962085905,0.31391235710442134,betonlineag
POINTS,Max Domi,,0.5,160,-210.0,0.7,0.5034146962085905,0.3088782101423353,betmgm
POINTS,Max Domi,,0.5,160,-210.0,0.7,0.5034146962085905,0.3088782101423353,fanatics
POINTS,Patrik Laine,,0.5,160,-210.0,0.7,0.5034146962085905,0.3088782101423353,fanatics
POINTS,Viktor Arvidsson,,0.5,160,-220.0,0.7,0.5034146962085905,0.3088782101423353,betmgm
GOALS,Anthony Beauvillier,,1.5,3400,,0.3,0.03693631311376678,0.29277095898183725,betrivers
GOALS,Max Domi,,1.5,3400,,0.3,0.03693631311376678,0.29277095898183725,betrivers
GOALS,Nicholas Robertson,,1.5,3400,,0.3,0.03693631311376678,0.29277095898183725,betrivers
GOALS,Viktor Arvidsson,,0.5,390,-650.0,0.3,0.25918177931828207,0.26999071865958224,fanduel
POINTS,Noah Dobson,,0.5,150,-198.0,0.7,0.5034146962085905,0.2585367405214761,draftkings
POINTS,Patrik Laine,,0.5,150,-200.0,0.7,0.5034146962085905,0.2585367405214761,betmgm
POINTS,Patrik Laine,,0.5,150,-198.0,0.7,0.5034146962085905,0.2585367405214761,draftkings
GOALS,Gabriel Landeskog,,0.5,385,-735.0,0.3,0.25918177931828207,0.2570316296936679,fliff
GOALS,Brendan Gallagher,,1.5,3300,,0.3,0.03693631311376678,0.2558346458680705,betrivers
GOALS,Warren Foegele,,0.5,380,-715.0,0.3,0.25918177931828207,0.24407254072775386,fliff
POINTS,Noah Dobson,,0.5,146,-192.0,0.7,0.5034146962085905,0.23840015267313253,betonlineag
ASSISTS,Oliver Ekman-Larsson,,0.5,275,-400.0,0.4,0.3296799539643607,0.23629982736635258,betmgm
POINTS,Noah Dobson,,0.5,145,-200.0,0.7,0.5034146962085905,0.2333660057110467,betmgm
POINTS,Noah Dobson,,0.5,145,-190.0,0.7,0.5034146962085905,0.2333660057110467,fanatics
POINTS,Noah Dobson,,0.5,144,-186.0,0.7,0.5034146962085905,0.22833185874896078,fanduel
ASSISTS,Jake McCabe,,0.5,270,-400.0,0.4,0.3296799539643607,0.2198158296681345,betmgm
ASSISTS,Jake McCabe,,0.5,270,-385.0,0.4,0.3296799539643607,0.2198158296681345,draftkings
ASSISTS,Matias Maccelli,,0.5,270,-400.0,0.4,0.3296799539643607,0.2198158296681345,betmgm
ASSISTS,Matias Maccelli,,0.5,270,-385.0,0.4,0.3296799539643607,0.2198158296681345,draftkings
ASSISTS,Max Domi,,0.5,270,-375.0,0.4,0.3296799539643607,0.2198158296681345,betmgm
ASSISTS,Oliver Ekman-Larsson,,0.5,270,-385.0,0.4,0.3296799539643607,0.2198158296681345,draftkings
POINTS,Matias Maccelli,,0.5,140,-190.0,0.7,0.5034146962085905,0.20819527090061707,betmgm
POINTS,Matias Maccelli,,0.5,140,-180.0,0.7,0.5034146962085905,0.20819527090061707,fanatics
GOALS,Anze Kopitar,,0.5,365,-675.0,0.3,0.25918177931828207,0.20519527383001168,fliff
GOALS,Brendan Gallagher,,0.5,360,-600.0,0.3,0.25918177931828207,0.19223618486409733,fanduel
GOALS,Cale Makar,,0.5,360,-665.0,0.3,0.25918177931828207,0.19223618486409733,fliff
ASSISTS,Mason Lohrei,,0.5,260,-375.0,0.4,0.3296799539643607,0.1868478342716985,betmgm
ASSISTS,Mason Lohrei,,0.5,260,-370.0,0.4,0.3296799539643607,0.1868478342716985,draftkings
POINTS,Matias Maccelli,,0.5,135,-175.0,0.7,0.5034146962085905,0.18302453609018765,draftkings
POINTS,Morgan Rielly,,0.5,135,-175.0,0.7,0.5034146962085905,0.18302453609018765,betmgm
POINTS,Pavel Zacha,,0.5,135,-175.0,0.7,0.5034146962085905,0.18302453609018765,fanatics
SOG,Zack Bolduc,,1.5,-102,-127.0,2.0,0.5939941502901616,0.17634135645698668,betonlineag
POINTS,Charlie McAvoy,,0.5,132,-170.0,0.7,0.5034146962085905,0.1679220952039301,fanduel
GOALS,Brock Nelson,,0.5,350,-645.0,0.3,0.25918177931828207,0.16631800693226928,fliff
SOG,Zack Bolduc,,1.5,-105,-130.0,2.0,0.5939941502901616,0.15970286485222018,betmgm
SOG,Zack Bolduc,,1.5,-105,-125.0,2.0,0.5939941502901616,0.15970286485222018,draftkings
POINTS,Charlie McAvoy,,0.5,130,-175.0,0.7,0.5034146962085905,0.157853801279758,betmgm
POINTS,Pavel Zacha,,0.5,130,-169.0,0.7,0.5034146962085905,0.157853801279758,betonlineag
ASSISTS,Mike Matheson,,0.5,250,-350.0,0.4,0.3296799539643607,0.15387983887526235,betmgm
ASSISTS,Mike Matheson,,0.5,250,-350.0,0.4,0.3296799539643607,0.15387983887526235,draftkings
ASSISTS,Mike Matheson,,0.5,250,-350.0,0.4,0.3296799539643607,0.15387983887526235,fanatics
GOALS,Andrei Kuzmenko,,0.5,345,-630.0,0.3,0.25918177931828207,0.15335891796635515,fliff
GOALS,Casey Mittelstadt,,1.5,3000,,0.3,0.03693631311376678,0.14502570652677016,betrivers
GOALS,Matias Maccelli,,1.5,3000,,0.3,0.03693631311376678,0.14502570652677016,betrivers
GOALS,Nicolas Roy,,1.5,3000,,0.3,0.03693631311376678,0.14502570652677016,betrivers
GOALS,Pavel Zacha,,1.5,3000,,0.3,0.03693631311376678,0.14502570652677016,betrivers
GOALS,Ryan Leonard,,1.5,3000,,0.3,0.03693631311376678,0.14502570652677016,betrivers
SOG,Zack Bolduc,,1.5,-108,-125.0,2.0,0.5939941502901616,0.14398873389216305,williamhill_us
GOALS,Aliaksei Protas,,0.5,340,-550.0,0.3,0.25918177931828207,0.14039982900044112,fanduel
POINTS,Matias Maccelli,,0.5,126,-164.0,0.7,0.5034146962085905,0.1377172134314144,betonlineag
POINTS,Pavel Zacha,,0.5,126,-162.0,0.7,0.5034146962085905,0.1377172134314144,fanduel
POINTS,Charlie McAvoy,,0.5,125,-165.0,0.7,0.5034146962085905,0.1326830664693286,fanatics
POINTS,Morgan Rielly,,0.5,125,-165.0,0.7,0.5034146962085905,0.1326830664693286,fanatics
POINTS,Pavel Zacha,,0.5,125,-165.0,0.7,0.5034146962085905,0.1326830664693286,betmgm
ASSISTS,Juraj Slafkovsky,,0.5,240,-350.0,0.4,0.3296799539643607,0.12091184347882622,fanatics
GOALS,Bobby McMann,,0.5,330,-500.0,0.3,0.25918177931828207,0.11448165106861274,fanduel
SOG,Aliaksei Protas,,1.5,-115,-115.0,2.0,0.5939941502901616,0.11051080271638891,fanatics
SOG,Mike Matheson,,1.5,-115,-118.0,2.0,0.5939941502901616,0.11051080271638891,betmgm
POINTS,Charlie McAvoy,,0.5,120,-156.0,0.7,0.5034146962085905,0.10751233165889917,betonlineag
POINTS,Ivan Demidov,,0.5,120,-160.0,0.7,0.5034146962085905,0.10751233165889917,betmgm
POINTS,Ivan Demidov,,0.5,120,-160.0,0.7,0.5034146962085905,0.10751233165889917,fanatics
POINTS,Morgan Rielly,,0.5,120,-154.0,0.7,0.5034146962085905,0.10751233165889917,draftkings
SOG,Aliaksei Protas,,1.5,-118,-110.0,2.0,0.5939941502901616,0.09737902341741711,betonlineag
POINTS,Morgan Rielly,,0.5,117,-152.0,0.7,0.5034146962085905,0.09240989077264128,betonlineag
SOG,Aliaksei Protas,,1.5,-120,-110.0,2.0,0.5939941502901616,0.08898927553196295,betmgm
SOG,Aliaksei Protas,,1.5,-120,-110.0,2.0,0.5939941502901616,0.08898927553196295,draftkings
SOG,Aliaksei Protas,,1.5,-120,-108.0,2.0,0.5939941502901616,0.08898927553196295,fanduel
GOALS,Aliaksei Protas,,0.5,320,-525.0,0.3,0.25918177931828207,0.0885634731367847,fanatics
GOALS,Elias Lindholm,,0.5,320,-525.0,0.3,0.25918177931828207,0.0885634731367847,fanatics
GOALS,Matias Maccelli,,0.5,320,-490.0,0.3,0.25918177931828207,0.0885634731367847,fanduel
ASSISTS,Ivan Demidov,,0.5,230,-325.0,0.4,0.3296799539643607,0.0879438480823902,betmgm
ASSISTS,Ivan Demidov,,0.5,230,-320.0,0.4,0.3296799539643607,0.0879438480823902,draftkings
ASSISTS,Ivan Demidov,,0.5,230,-325.0,0.4,0.3296799539643607,0.0879438480823902,fanatics
POINTS,Ivan Demidov,,0.5,116,-148.0,0.7,0.5034146962085905,0.08737574381055546,fanduel
POINTS,Juraj Slafkovsky,,0.5,116,-148.0,0.7,0.5034146962085905,0.08737574381055546,fanduel
SOG,Aliaksei Protas,,1.5,-121,-112.0,2.0,0.5939941502901616,0.08489840672831156,williamhill_us
GOALS,Arber Xhekaj,,2.5,30000,,0.3,0.003599493183089468,0.08344744810992999,betrivers
GOALS,Brandon Carlo,,2.5,30000,,0.3,0.003599493183089468,0.08344744810992999,betrivers
GOALS,Jordan Harris,,2.5,30000,,0.3,0.003599493183089468,0.08344744810992999,betrivers
GOALS,Trevor van Riemsdyk,,2.5,30000,,0.3,0.003599493183089468,0.08344744810992999,betrivers
POINTS,Jakob Chychrun,,0.5,115,-148.0,0.7,0.5034146962085905,0.08234159684846942,draftkings
SOG,Brendan Gallagher,,1.5,-123,-104.0,2.0,0.5939941502901616,0.07691622369679696,betonlineag
GOALS,Martin Necas,,0.5,315,-555.0,0.3,0.25918177931828207,0.07560438417087068,fliff
GOALS,Jakob Chychrun,,1.5,2800,,0.3,0.03693631311376678,0.07115308029923662,betrivers
GOALS,Viktor Arvidsson,,1.5,2800,,0.3,0.03693631311376678,0.07115308029923662,betrivers
SOG,Brendan Gallagher,,1.5,-125,-105.0,2.0,0.5939941502901616,0.06918947052229085,draftkings
SOG,Brendan Gallagher,,1.5,-125,-105.0,2.0,0.5939941502901616,0.06918947052229085,fanatics
POINTS,Jakob Chychrun,,0.5,112,-145.0,0.7,0.5034146962085905,0.06723915596221186,betonlineag
POINTS,Matias Maccelli,,0.5,112,-142.0,0.7,0.5034146962085905,0.06723915596221186,fanduel
GOALS,Elias Lindholm,,0.5,310,-470.0,0.3,0.25918177931828207,0.06264529520495632,fanduel
POINTS,Jakob Chychrun,,0.5,110,-150.0,0.7,0.5034146962085905,0.057170862038040005,betmgm
POINTS,Jakob Chychrun,,0.5,110,-145.0,0.7,0.5034146962085905,0.057170862038040005,fanatics
POINTS,Jakob Chychrun,,0.5,110,-140.0,0.7,0.5034146962085905,0.057170862038040005,fanduel
POINTS,Juraj Slafkovsky,,0.5,110,-145.0,0.7,0.5034146962085905,0.057170862038040005,fanatics
ASSISTS,Juraj Slafkovsky,,0.5,220,-300.0,0.4,0.3296799539643607,0.054975852685954174,betmgm
ASSISTS,Juraj Slafkovsky,,0.5,220,-300.0,0.4,0.3296799539643607,0.054975852685954174,draftkings
