date,player,team,opp,market,line,proj_lambda,lam_scale_mean,p_over,side,chosen_prob
2026-01-13,Alexandre Texier,MTL,WSH,BLOCKS,3.5,0.0877,1.0026,4e-05,Under,0.99996
2026-01-13,Roope Hintz,DAL,ANA,BLOCKS,3.5,0.103,1.0057,7.6e-05,Under,0.999924
2026-01-13,Alex DeBrincat,DET,BOS,BLOCKS,3.5,0.1149,1.0069,0.000111,Under,0.999889
2026-01-13,Brendan Gallagher,MTL,WSH,BLOCKS,3.5,0.1286,1.0026,0.000162,Under,0.999838
2026-01-13,Matthew Knies,TOR,UTA,BLOCKS,3.5,0.1415,1.0,0.000248,Under,0.999752
2026-01-13,Nikolaj Ehlers,CAR,STL,BLOCKS,3.5,0.1444,0.9953,0.000253,Under,0.999747
2026-01-13,Alexandre Texier,MTL,WSH,BLOCKS,2.5,0.0877,1.0026,0.000515,Under,0.999485
2026-01-13,Patrick Kane,DET,BOS,BLOCKS,3.5,0.1899,1.0069,0.000643,Under,0.999357
2026-01-13,Evander Kane,VAN,OTT,BLOCKS,3.5,0.1899,1.0054,0.00072,Under,0.99928
2026-01-13,Roope Hintz,DAL,ANA,BLOCKS,2.5,0.103,1.0057,0.000822,Under,0.999178
2026-01-13,Cole Caufield,MTL,WSH,BLOCKS,3.5,0.2111,1.0026,0.000897,Under,0.999103
2026-01-13,Jack Roslovic,EDM,NSH,BLOCKS,3.5,0.2178,1.0053,0.00102,Under,0.99898
2026-01-13,Alex DeBrincat,DET,BOS,BLOCKS,2.5,0.1149,1.0069,0.001093,Under,0.998907
2026-01-13,Brandon Hagel,TBL,PIT,BLOCKS,3.5,0.2332,0.9951,0.001221,Under,0.998779
2026-01-13,John Tavares,TOR,UTA,BLOCKS,3.5,0.2314,1.0,0.001301,Under,0.998699
2026-01-13,Logan Stankoven,CAR,STL,BLOCKS,3.5,0.2385,0.9953,0.001366,Under,0.998634
2026-01-13,Andrei Svechnikov,CAR,STL,BLOCKS,3.5,0.2385,0.9953,0.001366,Under,0.998634
2026-01-13,Brendan Gallagher,MTL,WSH,BLOCKS,2.5,0.1286,1.0026,0.001457,Under,0.998543
2026-01-13,Matthew Knies,TOR,UTA,BLOCKS,2.5,0.1415,1.0,0.001965,Under,0.998035
2026-01-13,Nikolaj Ehlers,CAR,STL,BLOCKS,2.5,0.1444,0.9953,0.001993,Under,0.998007
2026-01-13,Mavrik Bourque,DAL,ANA,BLOCKS,3.5,0.2853,1.0057,0.002453,Under,0.997547
2026-01-13,Leon Draisaitl,EDM,NSH,BLOCKS,3.5,0.3154,1.0053,0.003286,Under,0.996714
2026-01-13,Connor McDavid,EDM,NSH,BLOCKS,3.5,0.3154,1.0053,0.003286,Under,0.996714
2026-01-13,Nikita Kucherov,TBL,PIT,BLOCKS,3.5,0.3311,0.9951,0.003677,Under,0.996323
2026-01-13,Brayden Point,TBL,PIT,BLOCKS,3.5,0.3311,0.9951,0.003677,Under,0.996323
2026-01-13,Taylor Hall,CAR,STL,BLOCKS,3.5,0.328,0.9953,0.00369,Under,0.99631
2026-01-13,Ryan Nugent-Hopkins,EDM,NSH,BLOCKS,3.5,0.3328,1.0053,0.003865,Under,0.996135
2026-01-13,Patrick Kane,DET,BOS,BLOCKS,2.5,0.1899,1.0069,0.004067,Under,0.995933
2026-01-13,Evander Kane,VAN,OTT,BLOCKS,2.5,0.1899,1.0054,0.004346,Under,0.995654
2026-01-13,Sebastian Aho,CAR,STL,BLOCKS,3.5,0.3523,0.9953,0.004565,Under,0.995435
2026-01-13,William Nylander,TOR,UTA,BLOCKS,3.5,0.3493,1.0,0.004653,Under,0.995347
2026-01-13,Matias Maccelli,TOR,UTA,BLOCKS,3.5,0.3624,1.0,0.005182,Under,0.994818
2026-01-13,Cole Caufield,MTL,WSH,BLOCKS,2.5,0.2111,1.0026,0.00524,Under,0.99476
2026-01-13,Jack Roslovic,EDM,NSH,BLOCKS,2.5,0.2178,1.0053,0.005704,Under,0.994296
2026-01-13,Alexandre Texier,MTL,WSH,BLOCKS,1.5,0.0877,1.0026,0.006487,Under,0.993513
2026-01-13,Brandon Hagel,TBL,PIT,BLOCKS,2.5,0.2332,0.9951,0.006566,Under,0.993434
2026-01-13,John Tavares,TOR,UTA,BLOCKS,2.5,0.2314,1.0,0.006819,Under,0.993181
2026-01-13,K'Andre Miller,CAR,STL,BLOCKS,3.5,0.4082,0.9953,0.00699,Under,0.99301
2026-01-13,Andrei Svechnikov,CAR,STL,BLOCKS,2.5,0.2385,0.9953,0.00707,Under,0.99293
2026-01-13,Logan Stankoven,CAR,STL,BLOCKS,2.5,0.2385,0.9953,0.00707,Under,0.99293
2026-01-13,Seth Jarvis,CAR,STL,BLOCKS,3.5,0.4114,0.9953,0.007144,Under,0.992856
2026-01-13,Jackson Blake,CAR,STL,BLOCKS,3.5,0.4114,0.9953,0.007144,Under,0.992856
2026-01-13,Roope Hintz,DAL,ANA,BLOCKS,1.5,0.103,1.0057,0.008786,Under,0.991214
2026-01-13,Zach Hyman,EDM,NSH,BLOCKS,3.5,0.4537,1.0053,0.009428,Under,0.990572
2026-01-13,Alex DeBrincat,DET,BOS,BLOCKS,1.5,0.1149,1.0069,0.010646,Under,0.989354
2026-01-13,Mavrik Bourque,DAL,ANA,BLOCKS,2.5,0.2853,1.0057,0.011045,Under,0.988955
2026-01-13,Max Domi,TOR,UTA,BLOCKS,3.5,0.4779,1.0,0.011263,Under,0.988737
2026-01-13,Brock Boeser,VAN,OTT,BLOCKS,3.5,0.4871,1.0054,0.012354,Under,0.987646
2026-01-13,Brendan Gallagher,MTL,WSH,BLOCKS,1.5,0.1286,1.0026,0.012969,Under,0.987031
2026-01-13,Connor McDavid,EDM,NSH,BLOCKS,2.5,0.3154,1.0053,0.013752,Under,0.986248
2026-01-13,Leon Draisaitl,EDM,NSH,BLOCKS,2.5,0.3154,1.0053,0.013752,Under,0.986248
2026-01-13,Taylor Hall,CAR,STL,BLOCKS,2.5,0.328,0.9953,0.014917,Under,0.985083
2026-01-13,Brayden Point,TBL,PIT,BLOCKS,2.5,0.3311,0.9951,0.015002,Under,0.984998
2026-01-13,Nikita Kucherov,TBL,PIT,BLOCKS,2.5,0.3311,0.9951,0.015002,Under,0.984998
2026-01-13,Lucas Raymond,DET,BOS,BLOCKS,3.5,0.5379,1.0069,0.015012,Under,0.984988
2026-01-13,Ryan Nugent-Hopkins,EDM,NSH,BLOCKS,2.5,0.3328,1.0053,0.015534,Under,0.984466
2026-01-13,Matthew Knies,TOR,UTA,BLOCKS,1.5,0.1415,1.0,0.015644,Under,0.984356
2026-01-13,Nikolaj Ehlers,CAR,STL,BLOCKS,1.5,0.1444,0.9953,0.015798,Under,0.984202
2026-01-13,Bobby McMann,TOR,UTA,BLOCKS,3.5,0.564,1.0,0.017374,Under,0.982626
2026-01-13,Sebastian Aho,CAR,STL,BLOCKS,2.5,0.3523,0.9953,0.017505,Under,0.982495
2026-01-13,Oliver Kapanen,MTL,WSH,BLOCKS,3.5,0.5765,1.0026,0.017709,Under,0.982291
2026-01-13,William Nylander,TOR,UTA,BLOCKS,2.5,0.3493,1.0,0.017753,Under,0.982247
2026-01-13,Ivan Demidov,MTL,WSH,BLOCKS,3.5,0.595,1.0026,0.019186,Under,0.980814
2026-01-13,Matias Maccelli,TOR,UTA,BLOCKS,2.5,0.3624,1.0,0.019247,Under,0.980753
2026-01-13,Darren Raddysh,TBL,PIT,BLOCKS,3.5,0.6031,0.9951,0.019455,Under,0.980545
2026-01-13,Oliver Bjorkstrand,TBL,PIT,BLOCKS,3.5,0.6065,0.9951,0.019737,Under,0.980263
2026-01-13,Dylan Larkin,DET,BOS,BLOCKS,3.5,0.6144,1.0069,0.021051,Under,0.978949
2026-01-13,Jason Robertson,DAL,ANA,BLOCKS,3.5,0.6149,1.0057,0.021277,Under,0.978723
2026-01-13,Wyatt Johnston,DAL,ANA,BLOCKS,3.5,0.6197,1.0057,0.021693,Under,0.978307
2026-01-13,K'Andre Miller,CAR,STL,BLOCKS,2.5,0.4082,0.9953,0.024111,Under,0.975889
2026-01-13,Jackson Blake,CAR,STL,BLOCKS,2.5,0.4114,0.9953,0.024511,Under,0.975489
2026-01-13,Seth Jarvis,CAR,STL,BLOCKS,2.5,0.4114,0.9953,0.024511,Under,0.975489
2026-01-13,Patrick Kane,DET,BOS,BLOCKS,1.5,0.1899,1.0069,0.025534,Under,0.974466
2026-01-13,Evander Kane,VAN,OTT,BLOCKS,1.5,0.1899,1.0054,0.026469,Under,0.973531
2026-01-13,Mikko Rantanen,DAL,ANA,BLOCKS,3.5,0.6798,1.0057,0.027136,Under,0.972864
2026-01-13,Matt Duchene,DAL,ANA,BLOCKS,3.5,0.68,1.0057,0.027155,Under,0.972845
2026-01-13,Zach Hyman,EDM,NSH,BLOCKS,2.5,0.4537,1.0053,0.030357,Under,0.969643
2026-01-13,Cole Caufield,MTL,WSH,BLOCKS,1.5,0.2111,1.0026,0.030413,Under,0.969587
2026-01-13,Jake DeBrusk,VAN,OTT,BLOCKS,3.5,0.7054,1.0054,0.030954,Under,0.969046
2026-01-13,Emmitt Finnie,DET,BOS,BLOCKS,3.5,0.7238,1.0069,0.031201,Under,0.968799
2026-01-13,Jake Guentzel,TBL,PIT,BLOCKS,3.5,0.7334,0.9951,0.031244,Under,0.968756
2026-01-13,Jack Roslovic,EDM,NSH,BLOCKS,1.5,0.2178,1.0053,0.031991,Under,0.968009
2026-01-13,Zeev Buium,VAN,OTT,BLOCKS,3.5,0.7383,1.0054,0.034344,Under,0.965656
2026-01-13,Max Domi,TOR,UTA,BLOCKS,2.5,0.4779,1.0,0.034488,Under,0.965512
2026-01-13,Brandon Hagel,TBL,PIT,BLOCKS,1.5,0.2332,0.9951,0.035187,Under,0.964813
2026-01-13,John Tavares,TOR,UTA,BLOCKS,1.5,0.2314,1.0,0.035885,Under,0.964115
2026-01-13,Anthony Cirelli,TBL,PIT,BLOCKS,3.5,0.7807,0.9951,0.036063,Under,0.963937
2026-01-13,Andrei Svechnikov,CAR,STL,BLOCKS,1.5,0.2385,0.9953,0.036786,Under,0.963214
2026-01-13,Logan Stankoven,CAR,STL,BLOCKS,1.5,0.2385,0.9953,0.036786,Under,0.963214
2026-01-13,Brock Boeser,VAN,OTT,BLOCKS,2.5,0.4871,1.0054,0.036814,Under,0.963186
2026-01-13,Kiefer Sherwood,VAN,OTT,BLOCKS,3.5,0.7834,1.0054,0.039219,Under,0.960781
2026-01-13,Lucas Raymond,DET,BOS,BLOCKS,2.5,0.5379,1.0069,0.042921,Under,0.957079
2026-01-13,Bobby McMann,TOR,UTA,BLOCKS,2.5,0.564,1.0,0.047762,Under,0.952238
2026-01-13,Oliver Kapanen,MTL,WSH,BLOCKS,2.5,0.5765,1.0026,0.04892,Under,0.95108
2026-01-13,Mavrik Bourque,DAL,ANA,BLOCKS,1.5,0.2853,1.0057,0.049574,Under,0.950426
2026-01-13,Ivan Demidov,MTL,WSH,BLOCKS,2.5,0.595,1.0026,0.051944,Under,0.948056
2026-01-13,Darren Raddysh,TBL,PIT,BLOCKS,2.5,0.6031,0.9951,0.05224,Under,0.94776
2026-01-13,Oliver Bjorkstrand,TBL,PIT,BLOCKS,2.5,0.6065,0.9951,0.052805,Under,0.947195
2026-01-13,Dylan Larkin,DET,BOS,BLOCKS,2.5,0.6144,1.0069,0.055288,Under,0.944712
2026-01-13,Jason Robertson,DAL,ANA,BLOCKS,2.5,0.6149,1.0057,0.05566,Under,0.94434
2026-01-13,Andrew Copp,DET,BOS,BLOCKS,3.5,0.9436,1.0069,0.055756,Under,0.944244
2026-01-13,Wyatt Johnston,DAL,ANA,BLOCKS,2.5,0.6197,1.0057,0.056473,Under,0.943527
2026-01-13,Leon Draisaitl,EDM,NSH,BLOCKS,1.5,0.3154,1.0053,0.057528,Under,0.942472
2026-01-13,Connor McDavid,EDM,NSH,BLOCKS,1.5,0.3154,1.0053,0.057528,Under,0.942472
2026-01-13,Nick Suzuki,MTL,WSH,BLOCKS,3.5,0.9773,1.0026,0.05968,Under,0.94032
2026-01-13,Taylor Hall,CAR,STL,BLOCKS,1.5,0.328,0.9953,0.060558,Under,0.939442
2026-01-13,Nikita Kucherov,TBL,PIT,BLOCKS,1.5,0.3311,0.9951,0.06101,Under,0.93899
2026-01-13,Brayden Point,TBL,PIT,BLOCKS,1.5,0.3311,0.9951,0.06101,Under,0.93899
2026-01-13,Ryan Nugent-Hopkins,EDM,NSH,BLOCKS,1.5,0.3328,1.0053,0.062397,Under,0.937603
2026-01-13,Juraj Slafkovsky,MTL,WSH,BLOCKS,3.5,0.9992,1.0026,0.062416,Under,0.937584
2026-01-13,Morgan Rielly,TOR,UTA,BLOCKS,3.5,0.9941,1.0,0.062926,Under,0.937074
2026-01-13,Evan Bouchard,EDM,NSH,BLOCKS,3.5,1.0113,1.0053,0.06395,Under,0.93605
2026-01-13,Mikko Rantanen,DAL,ANA,BLOCKS,2.5,0.6798,1.0057,0.066788,Under,0.933212
2026-01-13,Matt Duchene,DAL,ANA,BLOCKS,2.5,0.68,1.0057,0.066823,Under,0.933177
2026-01-13,Sebastian Aho,CAR,STL,BLOCKS,1.5,0.3523,0.9953,0.067383,Under,0.932617
2026-01-13,William Nylander,TOR,UTA,BLOCKS,1.5,0.3493,1.0,0.067956,Under,0.932044
2026-01-13,Matias Maccelli,TOR,UTA,BLOCKS,1.5,0.3624,1.0,0.071721,Under,0.928279
2026-01-13,Jake DeBrusk,VAN,OTT,BLOCKS,2.5,0.7054,1.0054,0.073491,Under,0.926509
2026-01-13,Emmitt Finnie,DET,BOS,BLOCKS,2.5,0.7238,1.0069,0.074246,Under,0.925754
2026-01-13,Jake Guentzel,TBL,PIT,BLOCKS,2.5,0.7334,0.9951,0.074479,Under,0.925521
2026-01-13,Zeev Buium,VAN,OTT,BLOCKS,2.5,0.7383,1.0054,0.079473,Under,0.920527
2026-01-13,Arturs Silovs,PIT,TBL,SAVES,30.5,27.0,0.9951,0.319971,Under,0.680029
2026-01-13,Stuart Skinner,PIT,TBL,SAVES,30.5,27.0,0.9951,0.319971,Under,0.680029
2026-01-13,David Rittich,NYI,WPG,SAVES,30.5,27.0,0.9948,0.320172,Under,0.679828
2026-01-13,Ilya Sorokin,NYI,WPG,SAVES,30.5,27.0,0.9948,0.320172,Under,0.679828
2026-01-13,Semyon Varlamov,NYI,WPG,SAVES,30.5,27.0,0.9948,0.320172,Under,0.679828
2026-01-13,Cam Talbot,DET,BOS,SAVES,30.5,27.0,0.9983,0.320977,Under,0.6790229999999999
2026-01-13,John Gibson,DET,BOS,SAVES,30.5,27.0,0.9983,0.320977,Under,0.6790229999999999
2026-01-13,Casey DeSmith,DAL,ANA,SAVES,30.5,27.0,0.9974,0.321014,Under,0.678986
2026-01-13,Jake Oettinger,DAL,ANA,SAVES,30.5,27.0,0.9974,0.321014,Under,0.678986
2026-01-13,Connor Hellebuyck,WPG,NYI,SAVES,30.5,27.0,0.9974,0.321104,Under,0.6788959999999999
2026-01-13,Eric Comrie,WPG,NYI,SAVES,30.5,27.0,0.9974,0.321104,Under,0.6788959999999999
2026-01-13,Jet Greaves,CBJ,CGY,SAVES,30.5,27.0,0.9912,0.321277,Under,0.678723
2026-01-13,Elvis Merzlikins,CBJ,CGY,SAVES,30.5,27.0,0.9912,0.321277,Under,0.678723
2026-01-13,Joel Hofer,STL,CAR,SAVES,30.5,27.0,0.9953,0.323179,Under,0.676821
2026-01-13,Jordan Binnington,STL,CAR,SAVES,30.5,27.0,0.9953,0.323179,Under,0.676821
2026-01-13,Calvin Pickard,EDM,NSH,SAVES,30.5,27.0,1.0015,0.323793,Under,0.676207
2026-01-13,Tristan Jarry,EDM,NSH,SAVES,30.5,27.0,1.0015,0.323793,Under,0.676207
2026-01-13,Connor Ingram,EDM,NSH,SAVES,30.5,27.0,1.0015,0.323793,Under,0.676207
2026-01-13,Ville Husso,ANA,DAL,SAVES,30.5,27.0,1.0057,0.323935,Under,0.676065
2026-01-13,Petr Mrazek,ANA,DAL,SAVES,30.5,27.0,1.0057,0.323935,Under,0.676065
2026-01-13,Lukas Dostal,ANA,DAL,SAVES,30.5,27.0,1.0057,0.323935,Under,0.676065
2026-01-13,Jeremy Swayman,BOS,DET,SAVES,30.5,27.0,1.0069,0.324141,Under,0.675859
2026-01-13,Joonas Korpisalo,BOS,DET,SAVES,30.5,27.0,1.0069,0.324141,Under,0.675859
2026-01-13,Dennis Hildeby,TOR,UTA,SAVES,30.5,27.0,0.9943,0.325007,Under,0.674993
2026-01-13,Joseph Woll,TOR,UTA,SAVES,30.5,27.0,0.9943,0.325007,Under,0.674993
2026-01-13,Anthony Stolarz,TOR,UTA,SAVES,30.5,27.0,0.9943,0.325007,Under,0.674993
2026-01-13,Juuse Saros,NSH,EDM,SAVES,30.5,27.0,1.0053,0.325151,Under,0.674849
2026-01-13,Justus Annunen,NSH,EDM,SAVES,30.5,27.0,1.0053,0.325151,Under,0.674849
2026-01-13,Devin Cooley,CGY,CBJ,SAVES,30.5,27.0,1.0021,0.325216,Under,0.674784
2026-01-13,Dustin Wolf,CGY,CBJ,SAVES,30.5,27.0,1.0021,0.325216,Under,0.674784
2026-01-13,Jonas Johansson,TBL,PIT,SAVES,30.5,27.0,1.0104,0.325593,Under,0.674407
2026-01-13,Andrei Vasilevskiy,TBL,PIT,SAVES,30.5,27.0,1.0104,0.325593,Under,0.674407
2026-01-13,Pyotr Kochetkov,CAR,STL,SAVES,30.5,27.0,1.0024,0.325728,Under,0.674272
2026-01-13,Brandon Bussi,CAR,STL,SAVES,30.5,27.0,1.0024,0.325728,Under,0.674272
2026-01-13,Frederik Andersen,CAR,STL,SAVES,30.5,27.0,1.0024,0.325728,Under,0.674272
2026-01-13,Karel Vejmelka,UTA,TOR,SAVES,30.5,27.0,1.0,0.327064,Under,0.672936
2026-01-13,Vitek Vanecek,UTA,TOR,SAVES,30.5,27.0,1.0,0.327064,Under,0.672936
2026-01-13,Logan Thompson,WSH,MTL,SAVES,30.5,27.0,1.0026,0.327344,Under,0.6726559999999999
2026-01-13,Charlie Lindgren,WSH,MTL,SAVES,30.5,27.0,1.0026,0.327344,Under,0.6726559999999999
2026-01-13,Samuel Montembeault,MTL,WSH,SAVES,30.5,27.0,1.0037,0.327767,Under,0.6722330000000001
2026-01-13,Jacob Fowler,MTL,WSH,SAVES,30.5,27.0,1.0037,0.327767,Under,0.6722330000000001
2026-01-13,Jakub Dobes,MTL,WSH,SAVES,30.5,27.0,1.0037,0.327767,Under,0.6722330000000001
2026-01-13,Nikita Tolopilo,VAN,OTT,SAVES,30.5,27.0,1.0004,0.330464,Under,0.669536
2026-01-13,Kevin Lankinen,VAN,OTT,SAVES,30.5,27.0,1.0004,0.330464,Under,0.669536
2026-01-13,Thatcher Demko,VAN,OTT,SAVES,30.5,27.0,1.0004,0.330464,Under,0.669536
2026-01-13,Leevi Meriläinen,OTT,VAN,SAVES,30.5,27.0,1.0054,0.332228,Under,0.667772
2026-01-13,Hunter Shepard,OTT,VAN,SAVES,30.5,27.0,1.0054,0.332228,Under,0.667772
2026-01-13,Ilya Sorokin,NYI,WPG,SAVES,28.5,27.0,0.9948,0.344445,Under,0.655555
2026-01-13,David Rittich,NYI,WPG,SAVES,28.5,27.0,0.9948,0.344445,Under,0.655555
2026-01-13,Semyon Varlamov,NYI,WPG,SAVES,28.5,27.0,0.9948,0.344445,Under,0.655555
2026-01-13,Arturs Silovs,PIT,TBL,SAVES,28.5,27.0,0.9951,0.345022,Under,0.6549780000000001
2026-01-13,Stuart Skinner,PIT,TBL,SAVES,28.5,27.0,0.9951,0.345022,Under,0.6549780000000001
2026-01-13,Casey DeSmith,DAL,ANA,SAVES,28.5,27.0,0.9974,0.345293,Under,0.6547069999999999
2026-01-13,Jake Oettinger,DAL,ANA,SAVES,28.5,27.0,0.9974,0.345293,Under,0.6547069999999999
2026-01-13,Connor Hellebuyck,WPG,NYI,SAVES,28.5,27.0,0.9974,0.345385,Under,0.654615
2026-01-13,Eric Comrie,WPG,NYI,SAVES,28.5,27.0,0.9974,0.345385,Under,0.654615
2026-01-13,Jet Greaves,CBJ,CGY,SAVES,28.5,27.0,0.9912,0.345814,Under,0.6541859999999999
2026-01-13,Elvis Merzlikins,CBJ,CGY,SAVES,28.5,27.0,0.9912,0.345814,Under,0.6541859999999999
2026-01-13,Cam Talbot,DET,BOS,SAVES,28.5,27.0,0.9983,0.346027,Under,0.653973
2026-01-13,John Gibson,DET,BOS,SAVES,28.5,27.0,0.9983,0.346027,Under,0.653973
2026-01-13,Joel Hofer,STL,CAR,SAVES,28.5,27.0,0.9953,0.347683,Under,0.652317
2026-01-13,Jordan Binnington,STL,CAR,SAVES,28.5,27.0,0.9953,0.347683,Under,0.652317
2026-01-13,Connor Ingram,EDM,NSH,SAVES,28.5,27.0,1.0015,0.348126,Under,0.6518740000000001
2026-01-13,Tristan Jarry,EDM,NSH,SAVES,28.5,27.0,1.0015,0.348126,Under,0.6518740000000001
2026-01-13,Calvin Pickard,EDM,NSH,SAVES,28.5,27.0,1.0015,0.348126,Under,0.6518740000000001
2026-01-13,Ville Husso,ANA,DAL,SAVES,28.5,27.0,1.0057,0.348237,Under,0.651763
2026-01-13,Petr Mrazek,ANA,DAL,SAVES,28.5,27.0,1.0057,0.348237,Under,0.651763
2026-01-13,Lukas Dostal,ANA,DAL,SAVES,28.5,27.0,1.0057,0.348237,Under,0.651763
2026-01-13,Jeremy Swayman,BOS,DET,SAVES,28.5,27.0,1.0069,0.349223,Under,0.6507769999999999
2026-01-13,Joonas Korpisalo,BOS,DET,SAVES,28.5,27.0,1.0069,0.349223,Under,0.6507769999999999
2026-01-13,Juuse Saros,NSH,EDM,SAVES,28.5,27.0,1.0053,0.349495,Under,0.650505
2026-01-13,Justus Annunen,NSH,EDM,SAVES,28.5,27.0,1.0053,0.349495,Under,0.650505
2026-01-13,Anthony Stolarz,TOR,UTA,SAVES,28.5,27.0,0.9943,0.349728,Under,0.650272
2026-01-13,Joseph Woll,TOR,UTA,SAVES,28.5,27.0,0.9943,0.349728,Under,0.650272
2026-01-13,Dennis Hildeby,TOR,UTA,SAVES,28.5,27.0,0.9943,0.349728,Under,0.650272
2026-01-13,Dustin Wolf,CGY,CBJ,SAVES,28.5,27.0,1.0021,0.349762,Under,0.650238
2026-01-13,Devin Cooley,CGY,CBJ,SAVES,28.5,27.0,1.0021,0.349762,Under,0.650238
